driver_id,driver_name,persona,iso_week,currency,gross_earnings,platform_fees,incentives,net_earnings,trips,active_hours,days_worked,avg_net_per_day
drv_mei_sg_11,Mei Lin Tan,firefighter,2026-W02,SGD,1319.4,263.88,12.33,1067.85,96,50.7,6,177.98
drv_mei_sg_11,Mei Lin Tan,firefighter,2026-W03,SGD,1165.4,233.08,9.8,942.12,111,53.7,6,157.02
drv_mei_sg_11,Mei Lin Tan,firefighter,2026-W04,SGD,1204.91,240.98,42.55,1006.48,111,56.8,6,167.75
drv_mei_sg_11,Mei Lin Tan,firefighter,2026-W05,SGD,1303.03,260.61,38.03,1080.45,71,54.1,6,180.08
drv_mei_sg_11,Mei Lin Tan,firefighter,2026-W06,SGD,1125.74,225.15,29.45,930.04,85,46.6,6,155.01
drv_mei_sg_11,Mei Lin Tan,firefighter,2026-W07,SGD,993.5,198.7,19.42,814.22,84,51.4,6,135.7
drv_mei_sg_11,Mei Lin Tan,firefighter,2026-W08,SGD,982.94,196.58,45.98,832.34,97,51.1,6,138.72
drv_mei_sg_11,Mei Lin Tan,firefighter,2026-W09,SGD,1242.11,248.43,24.03,1017.71,68,54.7,6,169.62
drv_mei_sg_11,Mei Lin Tan,firefighter,2026-W10,SGD,1206.83,241.36,21.21,986.68,75,54.5,6,164.45
drv_mei_sg_11,Mei Lin Tan,firefighter,2026-W11,SGD,937.62,187.53,19.46,769.55,85,64.8,6,128.26
drv_mei_sg_11,Mei Lin Tan,firefighter,2026-W12,SGD,1066.52,213.3,35.87,889.09,89,59.1,6,148.18
drv_mei_sg_11,Mei Lin Tan,firefighter,2026-W13,SGD,853.88,170.79,39.68,722.77,71,43.3,5,144.55
drv_mei_sg_11,Mei Lin Tan,firefighter,2026-W14,SGD,445.34,89.07,0.0,356.27,26,20.4,2,178.13
drv_mei_sg_11,Mei Lin Tan,firefighter,2026-W15,SGD,1158.13,231.63,41.56,968.06,103,64.1,6,161.34
drv_mei_sg_11,Mei Lin Tan,firefighter,2026-W16,SGD,1225.56,245.12,29.41,1009.85,87,51.6,6,168.31
drv_mei_sg_11,Mei Lin Tan,firefighter,2026-W17,SGD,1330.7,266.15,24.5,1089.05,103,52.4,6,181.51
drv_mei_sg_11,Mei Lin Tan,firefighter,2026-W18,SGD,1115.03,223.01,41.65,933.67,70,54.1,6,155.61
drv_mei_sg_11,Mei Lin Tan,firefighter,2026-W19,SGD,1105.27,221.06,25.62,909.83,74,51.3,6,151.64
drv_mei_sg_11,Mei Lin Tan,firefighter,2026-W20,SGD,934.89,186.98,11.01,758.92,84,46.9,5,151.78
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2024-W46,SGD,168.48,33.7,0.0,134.78,11,11.3,1,134.78
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2024-W47,SGD,882.45,176.48,30.49,736.46,106,46.2,6,122.74
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2024-W48,SGD,899.93,179.98,33.06,753.01,83,54.4,6,125.5
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2024-W49,SGD,862.28,172.45,14.6,704.43,108,51.2,6,117.41
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2024-W50,SGD,881.61,176.31,28.17,733.47,88,51.3,6,122.25
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2024-W51,SGD,852.4,170.48,0.0,681.92,82,54.5,6,113.65
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2024-W52,SGD,1057.15,211.43,13.42,859.14,88,56.7,6,143.19
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W01,SGD,1098.89,219.78,10.27,889.38,112,61.8,6,148.23
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W02,SGD,929.43,185.89,39.47,783.01,93,58.8,6,130.5
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W03,SGD,876.36,175.27,19.96,721.05,99,62.3,6,120.17
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W04,SGD,974.61,194.91,43.01,822.71,104,54.3,6,137.12
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W05,SGD,652.94,130.59,17.25,539.6,114,48.6,6,89.93
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W06,SGD,839.34,167.86,9.44,680.92,77,53.7,6,113.49
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W07,SGD,906.17,181.23,34.11,759.05,99,53.6,6,126.51
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W08,SGD,856.01,171.2,41.96,726.77,107,60.8,6,121.13
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W09,SGD,850.52,170.11,0.0,680.41,109,54.5,6,113.4
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W10,SGD,954.31,190.86,21.7,785.15,89,56.6,6,130.86
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W11,SGD,860.11,172.02,13.84,701.93,117,55.7,6,116.99
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W12,SGD,879.08,175.81,24.2,727.47,86,58.8,6,121.25
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W13,SGD,815.82,163.16,22.45,675.11,92,56.5,6,112.52
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W14,SGD,851.43,170.28,16.6,697.75,86,48.4,6,116.29
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W15,SGD,885.6,177.13,23.53,732.0,90,51.8,6,122.0
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W16,SGD,909.67,181.93,9.17,736.91,110,57.0,6,122.82
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W17,SGD,857.54,171.51,24.72,710.75,99,54.6,6,118.46
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W18,SGD,739.22,147.85,17.32,608.69,94,56.8,6,101.45
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W19,SGD,869.29,173.87,25.55,720.97,113,44.9,6,120.16
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W20,SGD,942.43,188.48,13.28,767.23,115,52.0,6,127.87
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W21,SGD,898.11,179.62,7.58,726.07,115,53.8,6,121.01
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W22,SGD,942.08,188.42,9.94,763.6,110,48.4,6,127.27
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W23,SGD,859.63,171.93,11.53,699.23,98,53.9,6,116.54
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W24,SGD,986.26,197.25,14.07,803.08,86,56.1,6,133.85
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W25,SGD,958.81,191.77,10.36,777.4,82,46.5,6,129.57
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W26,SGD,813.68,162.74,14.62,665.56,96,59.2,6,110.93
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W27,SGD,1003.35,200.67,23.87,826.55,98,47.3,6,137.76
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W28,SGD,990.06,198.02,27.64,819.68,99,52.5,6,136.61
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W29,SGD,899.71,179.94,9.24,729.01,106,59.1,6,121.5
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W30,SGD,977.54,195.51,30.34,812.37,104,51.6,6,135.4
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W31,SGD,931.4,186.29,26.23,771.34,80,52.7,6,128.56
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W32,SGD,784.55,156.91,20.82,648.46,103,48.3,6,108.08
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W33,SGD,857.02,171.4,6.67,692.29,90,52.3,6,115.38
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W34,SGD,889.52,177.91,8.66,720.27,82,58.7,6,120.05
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W35,SGD,848.42,169.68,10.99,689.73,109,55.4,6,114.95
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W36,SGD,930.16,186.04,46.45,790.57,102,52.8,6,131.76
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W37,SGD,938.03,187.59,0.0,750.44,102,51.5,6,125.07
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W38,SGD,883.51,176.71,19.89,726.69,87,55.5,6,121.12
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W39,SGD,887.91,177.58,14.65,724.98,89,56.0,6,120.83
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W40,SGD,724.41,144.87,0.0,579.54,93,60.8,6,96.59
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W41,SGD,878.21,175.66,7.38,709.93,91,48.2,6,118.32
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W42,SGD,899.65,179.92,23.23,742.96,99,50.6,6,123.83
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W43,SGD,878.67,175.74,19.48,722.41,103,52.5,6,120.4
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W44,SGD,930.56,186.1,25.72,770.18,94,58.3,6,128.36
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W45,SGD,923.72,184.74,5.75,744.73,92,55.4,6,124.12
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W46,SGD,858.65,171.73,17.91,704.83,88,50.7,6,117.47
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W47,SGD,880.94,176.19,24.67,729.42,109,54.4,6,121.57
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W48,SGD,910.05,182.02,54.13,782.16,109,48.2,6,130.36
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W49,SGD,962.79,192.56,9.69,779.92,81,53.1,6,129.99
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W50,SGD,917.13,183.43,23.53,757.23,78,52.9,6,126.2
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W51,SGD,876.47,175.3,15.96,717.13,96,54.5,6,119.52
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2025-W52,SGD,981.42,196.29,22.55,807.68,87,55.0,6,134.61
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2026-W01,SGD,781.0,156.21,20.87,645.66,77,43.0,5,129.13
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2026-W02,SGD,0.0,0.0,0.0,0.0,0,0.0,0,0
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2026-W03,SGD,761.85,152.36,36.83,646.32,93,57.2,6,107.72
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2026-W04,SGD,777.52,155.5,9.3,631.32,94,47.3,6,105.22
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2026-W05,SGD,912.9,182.58,41.05,771.37,92,59.0,6,128.56
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2026-W06,SGD,837.26,167.45,7.44,677.25,75,56.5,6,112.88
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2026-W07,SGD,897.94,179.6,15.32,733.66,93,51.6,6,122.28
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2026-W08,SGD,631.79,126.36,13.2,518.63,113,58.4,6,86.44
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2026-W09,SGD,860.63,172.13,39.14,727.64,120,60.1,6,121.27
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2026-W10,SGD,852.29,170.46,21.96,703.79,95,61.6,6,117.3
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2026-W11,SGD,842.33,168.47,28.74,702.6,80,56.6,6,117.1
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2026-W12,SGD,874.95,175.0,0.0,699.95,100,55.6,6,116.66
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2026-W13,SGD,854.05,170.81,23.77,707.01,85,61.1,6,117.83
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2026-W14,SGD,899.01,179.81,8.81,728.01,84,50.7,6,121.33
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2026-W15,SGD,816.07,163.21,37.36,690.22,109,56.4,6,115.04
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2026-W16,SGD,921.44,184.28,20.94,758.1,111,46.3,6,126.35
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2026-W17,SGD,832.64,166.53,6.66,672.77,116,57.3,6,112.13
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2026-W18,SGD,802.13,160.44,35.09,676.78,98,46.9,6,112.8
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2026-W19,SGD,867.99,173.6,17.25,711.64,82,61.4,6,118.61
drv_nurul_sg_14,Nurul Aisyah,stabilizer,2026-W20,SGD,689.17,137.84,0.0,551.33,81,48.8,5,110.27
drv_siti_sg_10,Siti Rahman,firefighter,2024-W46,SGD,513.5,102.7,9.71,420.51,34,13.5,2,210.25
drv_siti_sg_10,Siti Rahman,firefighter,2024-W47,SGD,1079.97,216.0,17.06,881.03,107,57.0,6,146.84
drv_siti_sg_10,Siti Rahman,firefighter,2024-W48,SGD,1304.41,260.89,37.12,1080.64,105,51.7,6,180.11
drv_siti_sg_10,Siti Rahman,firefighter,2024-W49,SGD,1240.82,248.17,11.76,1004.41,99,56.2,6,167.4
drv_siti_sg_10,Siti Rahman,firefighter,2024-W50,SGD,1309.2,261.83,20.49,1067.86,69,50.0,6,177.98
drv_siti_sg_10,Siti Rahman,firefighter,2024-W51,SGD,1387.96,277.6,25.46,1135.82,75,49.7,6,189.3
drv_siti_sg_10,Siti Rahman,firefighter,2024-W52,SGD,1308.46,261.69,30.41,1077.18,87,49.3,6,179.53
drv_siti_sg_10,Siti Rahman,firefighter,2025-W01,SGD,1378.1,275.62,29.95,1132.43,99,53.7,6,188.74
drv_siti_sg_10,Siti Rahman,firefighter,2025-W02,SGD,1171.48,234.3,26.67,963.85,75,54.4,6,160.64
drv_siti_sg_10,Siti Rahman,firefighter,2025-W03,SGD,1306.38,261.28,14.85,1059.95,108,63.9,6,176.66
drv_siti_sg_10,Siti Rahman,firefighter,2025-W04,SGD,1108.3,221.67,15.58,902.21,93,46.9,6,150.37
drv_siti_sg_10,Siti Rahman,firefighter,2025-W05,SGD,974.66,194.93,24.9,804.63,74,54.5,6,134.1
drv_siti_sg_10,Siti Rahman,firefighter,2025-W06,SGD,1304.91,260.98,27.51,1071.44,88,54.4,6,178.57
drv_siti_sg_10,Siti Rahman,firefighter,2025-W07,SGD,1310.64,262.13,0.0,1048.51,83,59.1,6,174.75
drv_siti_sg_10,Siti Rahman,firefighter,2025-W08,SGD,1169.55,233.91,29.11,964.75,95,53.9,6,160.79
drv_siti_sg_10,Siti Rahman,firefighter,2025-W09,SGD,1190.49,238.1,41.7,994.09,105,53.8,6,165.68
drv_siti_sg_10,Siti Rahman,firefighter,2025-W10,SGD,772.56,154.52,24.44,642.48,87,57.3,6,107.08
drv_siti_sg_10,Siti Rahman,firefighter,2025-W11,SGD,855.66,171.13,18.6,703.13,96,60.4,6,117.19
drv_siti_sg_10,Siti Rahman,firefighter,2025-W12,SGD,836.83,167.37,21.78,691.24,98,57.4,6,115.21
drv_siti_sg_10,Siti Rahman,firefighter,2025-W13,SGD,679.26,135.85,26.28,569.69,93,54.5,6,94.95
drv_siti_sg_10,Siti Rahman,firefighter,2025-W14,SGD,838.59,167.71,21.24,692.12,87,53.9,6,115.35
drv_siti_sg_10,Siti Rahman,firefighter,2025-W15,SGD,1238.93,247.78,18.51,1009.66,93,51.4,6,168.28
drv_siti_sg_10,Siti Rahman,firefighter,2025-W16,SGD,1371.48,274.29,0.0,1097.19,97,56.2,6,182.87
drv_siti_sg_10,Siti Rahman,firefighter,2025-W17,SGD,1116.14,223.24,24.19,917.09,90,44.3,6,152.85
drv_siti_sg_10,Siti Rahman,firefighter,2025-W18,SGD,1350.49,270.11,22.75,1103.13,100,45.4,6,183.86
drv_siti_sg_10,Siti Rahman,firefighter,2025-W19,SGD,1287.87,257.57,9.94,1040.24,93,54.2,6,173.37
drv_siti_sg_10,Siti Rahman,firefighter,2025-W20,SGD,1145.55,229.12,54.16,970.59,109,53.4,6,161.76
drv_siti_sg_10,Siti Rahman,firefighter,2025-W21,SGD,1264.48,252.89,26.88,1038.47,98,54.5,6,173.08
drv_siti_sg_10,Siti Rahman,firefighter,2025-W22,SGD,1170.06,234.02,25.17,961.21,79,56.5,6,160.2
drv_siti_sg_10,Siti Rahman,firefighter,2025-W23,SGD,1292.18,258.44,25.28,1059.02,97,47.2,6,176.5
drv_siti_sg_10,Siti Rahman,firefighter,2025-W24,SGD,1194.32,238.86,15.86,971.32,80,54.3,6,161.89
drv_siti_sg_10,Siti Rahman,firefighter,2025-W25,SGD,1302.04,260.41,48.82,1090.45,89,54.9,6,181.74
drv_siti_sg_10,Siti Rahman,firefighter,2025-W26,SGD,1299.74,259.95,28.32,1068.11,92,62.0,6,178.02
drv_siti_sg_10,Siti Rahman,firefighter,2025-W27,SGD,1427.73,285.56,20.78,1162.95,101,52.9,6,193.83
drv_siti_sg_10,Siti Rahman,firefighter,2025-W28,SGD,1449.96,289.99,42.32,1202.29,114,55.9,6,200.38
drv_siti_sg_10,Siti Rahman,firefighter,2025-W29,SGD,1155.64,231.13,23.57,948.08,87,49.4,6,158.01
drv_siti_sg_10,Siti Rahman,firefighter,2025-W30,SGD,1261.23,252.26,49.05,1058.02,109,51.3,6,176.34
drv_siti_sg_10,Siti Rahman,firefighter,2025-W31,SGD,1246.01,249.21,39.6,1036.4,93,46.7,6,172.73
drv_siti_sg_10,Siti Rahman,firefighter,2025-W32,SGD,373.08,74.61,12.2,310.67,29,15.3,2,155.34
drv_siti_sg_10,Siti Rahman,firefighter,2025-W33,SGD,353.04,70.61,16.04,298.47,39,19.3,2,149.24
drv_siti_sg_10,Siti Rahman,firefighter,2025-W34,SGD,1057.83,211.56,18.87,865.14,106,56.5,6,144.19
drv_siti_sg_10,Siti Rahman,firefighter,2025-W35,SGD,1087.83,217.57,12.29,882.55,107,54.8,6,147.09
drv_siti_sg_10,Siti Rahman,firefighter,2025-W36,SGD,1326.11,265.23,11.93,1072.81,96,61.2,6,178.8
drv_siti_sg_10,Siti Rahman,firefighter,2025-W37,SGD,1332.81,266.56,10.77,1077.02,116,57.1,6,179.5
drv_siti_sg_10,Siti Rahman,firefighter,2025-W38,SGD,1122.59,224.5,20.52,918.61,115,51.1,6,153.1
drv_siti_sg_10,Siti Rahman,firefighter,2025-W39,SGD,600.81,120.16,9.56,490.21,46,27.8,3,163.4
drv_siti_sg_10,Siti Rahman,firefighter,2025-W40,SGD,879.1,175.81,13.16,716.45,51,39.9,4,179.11
drv_siti_sg_10,Siti Rahman,firefighter,2025-W41,SGD,1371.48,274.3,63.99,1161.17,83,53.3,6,193.53
drv_siti_sg_10,Siti Rahman,firefighter,2025-W42,SGD,1268.03,253.6,28.47,1042.9,108,52.2,6,173.82
drv_siti_sg_10,Siti Rahman,firefighter,2025-W43,SGD,559.88,111.97,26.75,474.66,59,27.3,3,158.22
drv_siti_sg_10,Siti Rahman,firefighter,2025-W44,SGD,1290.2,258.04,25.75,1057.91,84,59.2,6,176.32
drv_siti_sg_10,Siti Rahman,firefighter,2025-W45,SGD,1078.82,215.76,20.14,883.2,82,59.1,6,147.2
drv_siti_sg_10,Siti Rahman,firefighter,2025-W46,SGD,1351.83,270.36,27.27,1108.74,104,54.7,6,184.79
drv_siti_sg_10,Siti Rahman,firefighter,2025-W47,SGD,1366.33,273.26,47.32,1140.39,81,56.5,6,190.06
drv_siti_sg_10,Siti Rahman,firefighter,2025-W48,SGD,1283.84,256.77,35.97,1063.04,93,57.7,6,177.17
drv_siti_sg_10,Siti Rahman,firefighter,2025-W49,SGD,1031.1,206.21,27.84,852.73,101,52.8,6,142.12
drv_siti_sg_10,Siti Rahman,firefighter,2025-W50,SGD,1213.32,242.67,30.75,1001.4,102,59.3,6,166.9
drv_siti_sg_10,Siti Rahman,firefighter,2025-W51,SGD,1193.16,238.63,0.0,954.53,103,51.9,6,159.09
drv_siti_sg_10,Siti Rahman,firefighter,2025-W52,SGD,1511.45,302.29,47.95,1257.11,87,56.6,6,209.52
drv_siti_sg_10,Siti Rahman,firefighter,2026-W01,SGD,1546.99,309.41,29.02,1266.6,95,56.8,6,211.1
drv_siti_sg_10,Siti Rahman,firefighter,2026-W02,SGD,1100.52,220.12,45.05,925.45,86,47.9,6,154.24
drv_siti_sg_10,Siti Rahman,firefighter,2026-W03,SGD,1180.55,236.11,26.62,971.06,93,54.8,6,161.84
drv_siti_sg_10,Siti Rahman,firefighter,2026-W04,SGD,1318.19,263.65,9.61,1064.15,116,55.4,6,177.36
drv_siti_sg_10,Siti Rahman,firefighter,2026-W05,SGD,1174.09,234.81,26.12,965.4,89,54.2,6,160.9
drv_siti_sg_10,Siti Rahman,firefighter,2026-W06,SGD,1069.34,213.87,17.85,873.32,93,63.6,6,145.55
drv_siti_sg_10,Siti Rahman,firefighter,2026-W07,SGD,1230.65,246.12,0.0,984.53,91,59.4,6,164.09
drv_siti_sg_10,Siti Rahman,firefighter,2026-W08,SGD,857.07,171.41,24.26,709.92,99,49.2,6,118.32
drv_siti_sg_10,Siti Rahman,firefighter,2026-W09,SGD,934.62,186.93,17.25,764.94,99,52.7,6,127.49
drv_siti_sg_10,Siti Rahman,firefighter,2026-W10,SGD,771.16,154.23,8.61,625.54,107,56.0,6,104.26
drv_siti_sg_10,Siti Rahman,firefighter,2026-W11,SGD,795.77,159.15,6.43,643.05,83,50.8,6,107.17
drv_siti_sg_10,Siti Rahman,firefighter,2026-W12,SGD,651.6,130.32,5.16,526.44,91,51.0,6,87.74
drv_siti_sg_10,Siti Rahman,firefighter,2026-W13,SGD,1072.56,214.52,3.87,861.91,95,55.1,6,143.65
drv_siti_sg_10,Siti Rahman,firefighter,2026-W14,SGD,1114.63,222.92,31.93,923.64,106,57.3,6,153.94
drv_siti_sg_10,Siti Rahman,firefighter,2026-W15,SGD,1212.97,242.6,11.93,982.3,104,57.4,6,163.72
drv_siti_sg_10,Siti Rahman,firefighter,2026-W16,SGD,1094.79,218.96,15.36,891.19,99,47.3,6,148.53
drv_siti_sg_10,Siti Rahman,firefighter,2026-W17,SGD,1197.12,239.42,25.95,983.65,85,51.1,6,163.94
drv_siti_sg_10,Siti Rahman,firefighter,2026-W18,SGD,1060.67,212.14,0.0,848.53,102,45.8,6,141.42
drv_siti_sg_10,Siti Rahman,firefighter,2026-W19,SGD,1221.17,244.24,43.47,1020.4,99,60.2,6,170.07
drv_siti_sg_10,Siti Rahman,firefighter,2026-W20,SGD,908.14,181.63,14.26,740.77,54,36.3,4,185.19
drv_wei_sg_13,Wei Jie Lim,stabilizer,2024-W46,SGD,554.73,110.95,0.0,443.78,34,21.5,2,221.89
drv_wei_sg_13,Wei Jie Lim,stabilizer,2024-W47,SGD,1361.37,272.27,13.35,1102.45,92,58.2,6,183.74
drv_wei_sg_13,Wei Jie Lim,stabilizer,2024-W48,SGD,1277.33,255.46,70.51,1092.38,110,56.5,6,182.06
drv_wei_sg_13,Wei Jie Lim,stabilizer,2024-W49,SGD,1308.28,261.65,26.17,1072.8,74,59.2,6,178.8
drv_wei_sg_13,Wei Jie Lim,stabilizer,2024-W50,SGD,1174.14,234.82,63.15,1002.47,98,56.0,6,167.08
drv_wei_sg_13,Wei Jie Lim,stabilizer,2024-W51,SGD,1399.48,279.9,26.8,1146.38,107,45.8,6,191.06
drv_wei_sg_13,Wei Jie Lim,stabilizer,2024-W52,SGD,1558.46,311.69,0.0,1246.77,85,51.3,6,207.79
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W01,SGD,1519.62,303.92,42.92,1258.62,98,47.8,6,209.77
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W02,SGD,1230.72,246.14,24.31,1008.89,104,56.1,6,168.15
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W03,SGD,1334.76,266.95,45.62,1113.43,103,52.6,6,185.57
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W04,SGD,1272.39,254.47,51.38,1069.3,93,53.6,6,178.22
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W05,SGD,1039.12,207.83,63.27,894.56,121,51.0,6,149.09
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W06,SGD,1360.18,272.04,38.2,1126.34,89,50.0,6,187.72
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W07,SGD,1372.03,274.41,49.81,1147.43,85,50.6,6,191.24
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W08,SGD,536.73,107.35,0.0,429.38,54,28.3,3,143.13
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W09,SGD,0.0,0.0,0.0,0.0,0,0.0,0,0
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W10,SGD,384.53,76.91,10.62,318.24,25,13.9,2,159.12
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W11,SGD,1064.36,212.87,45.52,897.01,118,51.9,6,149.5
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W12,SGD,941.51,188.3,24.26,777.47,90,53.5,6,129.58
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W13,SGD,1140.85,228.18,11.42,924.09,78,50.5,6,154.01
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W14,SGD,760.85,152.18,17.89,626.56,125,50.0,6,104.43
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W15,SGD,1323.07,264.61,39.11,1097.57,96,55.0,6,182.93
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W16,SGD,1142.28,228.46,29.43,943.25,110,62.2,6,157.21
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W17,SGD,1292.94,258.58,25.66,1060.02,88,55.0,6,176.67
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W18,SGD,1201.3,240.27,24.97,986.0,85,52.6,6,164.33
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W19,SGD,1270.1,254.03,14.02,1030.09,107,54.9,6,171.68
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W20,SGD,1201.5,240.31,24.47,985.66,93,52.1,6,164.28
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W21,SGD,1166.31,233.26,17.58,950.63,88,55.1,6,158.44
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W22,SGD,1275.91,255.18,40.62,1061.35,87,57.5,6,176.89
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W23,SGD,1490.22,298.05,26.44,1218.61,105,54.2,6,203.1
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W24,SGD,1368.81,273.76,58.82,1153.87,102,56.5,6,192.31
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W25,SGD,1373.53,274.7,14.12,1112.95,99,49.5,6,185.49
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W26,SGD,1472.31,294.47,42.09,1219.93,87,53.0,6,203.32
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W27,SGD,1356.15,271.23,50.15,1135.07,87,57.4,6,189.18
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W28,SGD,1236.75,247.36,5.36,994.75,95,54.4,6,165.79
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W29,SGD,1364.5,272.91,0.0,1091.59,79,51.0,6,181.93
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W30,SGD,1397.67,279.55,20.06,1138.18,92,59.3,6,189.7
