driver_id,driver_name,persona,earnings_tier,date,month,iso_week,day_of_week,gross_earnings,platform_fees,incentives,net_earnings,trips,active_hours,online_hours,acceptance_rate,cancellations,earnings_per_hour,earnings_per_trip,currency,is_rest_day,festival_window,note
drv_siti_sg_10,Siti Rahman,firefighter,M,2025-12-27,2025-12,2025-W52,Saturday,347.64,69.53,28.19,306.3,15,9.8,12.1,0.8,2,31.26,20.42,SGD,False,Year-End Peak,
drv_siti_sg_10,Siti Rahman,firefighter,M,2025-12-28,2025-12,2025-W52,Sunday,116.94,23.39,0.0,93.55,15,9.4,10.9,0.75,0,9.95,6.24,SGD,False,Year-End Peak,
drv_siti_sg_10,Siti Rahman,firefighter,M,2025-12-29,2025-12,2026-W01,Monday,254.83,50.97,0.0,203.86,17,11.9,12.7,0.82,0,17.13,11.99,SGD,False,Year-End Peak,
drv_siti_sg_10,Siti Rahman,firefighter,M,2025-12-30,2025-12,2026-W01,Tuesday,212.71,42.54,13.74,183.91,23,11.8,13.2,0.93,3,15.59,8.0,SGD,False,Year-End Peak,
drv_siti_sg_10,Siti Rahman,firefighter,M,2025-12-31,2025-12,2026-W01,Wednesday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,Year-End Peak,rest_day
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-01,2026-01,2026-W01,Thursday,214.71,42.94,0.0,171.77,18,11.0,13.3,0.86,2,15.62,9.54,SGD,False,Year-End Peak,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-02,2026-01,2026-W01,Friday,315.23,63.05,0.0,252.18,10,6.6,7.3,0.95,2,38.21,25.22,SGD,False,Year-End Peak,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-03,2026-01,2026-W01,Saturday,299.78,59.96,15.28,255.1,12,6.6,7.9,0.82,1,38.65,21.26,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-04,2026-01,2026-W01,Sunday,249.73,49.95,0.0,199.78,15,8.9,10.2,0.91,0,22.45,13.32,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-05,2026-01,2026-W02,Monday,144.68,28.94,0.0,115.74,18,8.3,9.1,0.86,3,13.94,6.43,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-06,2026-01,2026-W02,Tuesday,197.86,39.57,9.05,167.34,19,8.9,10.1,0.92,0,18.8,8.81,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-07,2026-01,2026-W02,Wednesday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-08,2026-01,2026-W02,Thursday,173.94,34.79,12.78,151.93,9,6.6,8.8,0.97,2,23.02,16.88,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-09,2026-01,2026-W02,Friday,118.63,23.73,8.53,103.43,20,9.2,12.1,0.78,3,11.24,5.17,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-10,2026-01,2026-W02,Saturday,211.03,42.21,0.0,168.82,9,6.2,6.9,0.93,0,27.23,18.76,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-11,2026-01,2026-W02,Sunday,254.38,50.88,14.69,218.19,11,8.7,11.2,0.91,2,25.08,19.84,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-12,2026-01,2026-W03,Monday,89.34,17.87,0.0,71.47,15,8.1,9.8,0.93,1,8.82,4.76,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-13,2026-01,2026-W03,Tuesday,172.25,34.45,7.97,145.77,14,7.7,8.7,0.95,3,18.93,10.41,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-14,2026-01,2026-W03,Wednesday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-15,2026-01,2026-W03,Thursday,177.6,35.52,0.0,142.08,17,11.9,14.8,0.92,2,11.94,8.36,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-16,2026-01,2026-W03,Friday,283.8,56.76,0.0,227.04,9,9.4,10.5,0.85,2,24.15,25.23,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-17,2026-01,2026-W03,Saturday,259.82,51.96,18.65,226.51,18,9.8,11.2,0.95,0,23.11,12.58,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-18,2026-01,2026-W03,Sunday,197.74,39.55,0.0,158.19,20,7.9,10.4,0.86,3,20.02,7.91,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-19,2026-01,2026-W04,Monday,125.93,25.19,0.0,100.74,19,7.5,8.1,0.74,0,13.43,5.3,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-20,2026-01,2026-W04,Tuesday,227.3,45.46,9.61,191.45,23,10.8,11.6,0.78,2,17.73,8.32,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-21,2026-01,2026-W04,Wednesday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-22,2026-01,2026-W04,Thursday,180.79,36.16,0.0,144.63,24,11.1,12.0,0.94,0,13.03,6.03,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-23,2026-01,2026-W04,Friday,281.84,56.37,0.0,225.47,22,8.2,10.8,0.73,2,27.5,10.25,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-24,2026-01,2026-W04,Saturday,239.9,47.98,0.0,191.92,17,7.9,9.0,0.72,2,24.29,11.29,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-25,2026-01,2026-W04,Sunday,262.43,52.49,0.0,209.94,11,9.9,11.1,0.74,2,21.21,19.09,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-26,2026-01,2026-W05,Monday,93.81,18.76,7.08,82.13,19,6.7,7.1,0.78,3,12.26,4.32,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-27,2026-01,2026-W05,Tuesday,114.09,22.82,0.0,91.27,9,9.7,12.5,0.79,0,9.41,10.14,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-28,2026-01,2026-W05,Wednesday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-29,2026-01,2026-W05,Thursday,186.25,37.25,0.0,149.0,18,9.2,11.9,0.95,2,16.2,8.28,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-30,2026-01,2026-W05,Friday,275.66,55.13,0.0,220.53,12,11.8,15.4,0.82,2,18.69,18.38,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01-31,2026-01,2026-W05,Saturday,268.37,53.67,0.0,214.7,10,8.8,10.7,0.94,1,24.4,21.47,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-01,2026-02,2026-W05,Sunday,235.91,47.18,19.04,207.77,21,8.0,9.5,0.81,2,25.97,9.89,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-02,2026-02,2026-W06,Monday,169.23,33.85,0.0,135.38,21,11.1,13.8,0.78,1,12.2,6.45,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-03,2026-02,2026-W06,Tuesday,154.57,30.91,8.31,131.97,22,9.6,12.1,0.93,3,13.75,6.0,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-04,2026-02,2026-W06,Wednesday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-05,2026-02,2026-W06,Thursday,134.15,26.83,0.0,107.32,9,10.5,12.7,0.95,2,10.22,11.92,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-06,2026-02,2026-W06,Friday,126.59,25.32,9.54,110.81,21,11.7,13.6,0.78,1,9.47,5.28,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-07,2026-02,2026-W06,Saturday,267.66,53.53,0.0,214.13,11,9.2,10.2,0.73,0,23.28,19.47,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-08,2026-02,2026-W06,Sunday,217.14,43.43,0.0,173.71,9,11.5,14.7,0.89,2,15.11,19.3,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-09,2026-02,2026-W07,Monday,202.74,40.55,0.0,162.19,17,7.1,8.8,0.96,3,22.84,9.54,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-10,2026-02,2026-W07,Tuesday,226.77,45.35,0.0,181.42,21,11.9,14.5,0.92,0,15.25,8.64,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-11,2026-02,2026-W07,Wednesday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-12,2026-02,2026-W07,Thursday,208.06,41.61,0.0,166.45,8,10.5,12.8,0.77,0,15.85,20.81,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-13,2026-02,2026-W07,Friday,265.85,53.17,0.0,212.68,8,11.4,12.3,0.8,0,18.66,26.59,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-14,2026-02,2026-W07,Saturday,156.56,31.31,0.0,125.25,19,8.9,11.7,0.97,3,14.07,6.59,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-15,2026-02,2026-W07,Sunday,170.67,34.13,0.0,136.54,18,9.6,12.4,0.91,2,14.22,7.59,SGD,False,Lunar New Year,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-16,2026-02,2026-W08,Monday,109.54,21.91,0.0,87.63,11,7.3,8.5,0.81,0,12.0,7.97,SGD,False,Lunar New Year,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-17,2026-02,2026-W08,Tuesday,112.66,22.53,0.0,90.13,23,9.7,12.9,0.91,1,9.29,3.92,SGD,False,Lunar New Year,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-18,2026-02,2026-W08,Wednesday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,Ramadan,rest_day
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-19,2026-02,2026-W08,Thursday,181.87,36.37,12.51,158.01,11,8.7,11.2,0.77,0,18.16,14.36,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-20,2026-02,2026-W08,Friday,188.46,37.69,8.8,159.57,24,6.8,7.7,0.75,0,23.47,6.65,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-21,2026-02,2026-W08,Saturday,200.88,40.18,0.0,160.7,11,9.3,11.0,0.8,0,17.28,14.61,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-22,2026-02,2026-W08,Sunday,63.66,12.73,2.95,53.88,19,7.4,9.8,0.9,2,7.28,2.84,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-23,2026-02,2026-W09,Monday,130.03,26.01,9.52,113.54,15,6.6,7.2,0.95,2,17.2,7.57,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-24,2026-02,2026-W09,Tuesday,173.39,34.68,7.73,146.44,23,7.7,9.9,0.83,3,19.02,6.37,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-25,2026-02,2026-W09,Wednesday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,Ramadan,rest_day
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-26,2026-02,2026-W09,Thursday,92.08,18.42,0.0,73.66,18,9.1,9.9,0.72,3,8.09,4.09,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-27,2026-02,2026-W09,Friday,175.17,35.03,0.0,140.14,19,10.1,10.9,0.79,0,13.88,7.38,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02-28,2026-02,2026-W09,Saturday,217.3,43.46,0.0,173.84,8,10.7,11.7,0.84,1,16.25,21.73,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-01,2026-03,2026-W09,Sunday,146.65,29.33,0.0,117.32,16,8.5,10.2,0.76,3,13.8,7.33,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-02,2026-03,2026-W10,Monday,117.27,23.45,0.0,93.82,23,8.9,11.5,0.89,1,10.54,4.08,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-03,2026-03,2026-W10,Tuesday,73.32,14.66,0.0,58.66,14,10.7,13.7,0.93,3,5.48,4.19,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-04,2026-03,2026-W10,Wednesday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,Ramadan,rest_day
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-05,2026-03,2026-W10,Thursday,154.39,30.88,0.0,123.51,8,9.8,11.8,0.81,0,12.6,15.44,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-06,2026-03,2026-W10,Friday,159.05,31.81,0.0,127.24,19,9.8,13.0,0.95,2,12.98,6.7,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-07,2026-03,2026-W10,Saturday,109.14,21.83,0.0,87.31,23,6.1,7.0,0.91,0,14.31,3.8,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-08,2026-03,2026-W10,Sunday,157.99,31.6,8.61,135.0,20,10.7,14.2,0.96,1,12.62,6.75,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-09,2026-03,2026-W11,Monday,54.3,10.86,2.52,45.96,19,10.0,12.8,0.77,3,4.6,2.42,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-10,2026-03,2026-W11,Tuesday,151.25,30.25,0.0,121.0,8,11.8,13.0,0.76,0,10.25,15.12,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-11,2026-03,2026-W11,Wednesday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,Ramadan,rest_day
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-12,2026-03,2026-W11,Thursday,169.01,33.8,0.0,135.21,22,6.6,8.8,0.94,1,20.49,6.15,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-13,2026-03,2026-W11,Friday,173.8,34.76,0.0,139.04,13,6.4,8.5,0.86,2,21.72,10.7,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-14,2026-03,2026-W11,Saturday,174.89,34.98,0.0,139.91,13,7.7,9.8,0.87,2,18.17,10.76,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-15,2026-03,2026-W11,Sunday,72.52,14.5,3.91,61.93,8,8.3,10.6,0.85,0,7.46,7.74,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-16,2026-03,2026-W12,Monday,142.67,28.53,0.0,114.14,22,10.5,12.8,0.73,3,10.87,5.19,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-17,2026-03,2026-W12,Tuesday,84.99,17.0,0.0,67.99,9,7.4,9.8,0.96,3,9.19,7.55,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-18,2026-03,2026-W12,Wednesday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,Ramadan,rest_day
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-19,2026-03,2026-W12,Thursday,143.15,28.63,0.0,114.52,18,8.4,10.3,0.82,1,13.63,6.36,SGD,False,Ramadan,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-20,2026-03,2026-W12,Friday,89.3,17.86,5.16,76.6,11,8.2,9.8,0.77,2,9.34,6.96,SGD,False,Eid,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-21,2026-03,2026-W12,Saturday,91.14,18.23,0.0,72.91,19,10.1,11.3,0.96,1,7.22,3.84,SGD,False,Eid,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-22,2026-03,2026-W12,Sunday,100.35,20.07,0.0,80.28,12,6.4,8.2,0.91,2,12.54,6.69,SGD,False,Eid,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-23,2026-03,2026-W13,Monday,59.14,11.83,3.87,51.18,17,6.2,7.7,0.91,0,8.25,3.01,SGD,False,Eid,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-24,2026-03,2026-W13,Tuesday,78.51,15.7,0.0,62.81,19,7.5,9.0,0.87,3,8.37,3.31,SGD,False,Eid,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-25,2026-03,2026-W13,Wednesday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-26,2026-03,2026-W13,Thursday,208.74,41.75,0.0,166.99,23,11.5,14.5,0.8,2,14.52,7.26,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-27,2026-03,2026-W13,Friday,216.75,43.35,0.0,173.4,15,11.5,15.0,0.76,3,15.08,11.56,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-28,2026-03,2026-W13,Saturday,270.03,54.01,0.0,216.02,12,7.4,10.0,0.78,0,29.19,18.0,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-29,2026-03,2026-W13,Sunday,239.39,47.88,0.0,191.51,9,11.0,14.7,0.82,2,17.41,21.28,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-30,2026-03,2026-W14,Monday,96.32,19.26,0.0,77.06,21,8.6,9.9,0.82,2,8.96,3.67,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03-31,2026-03,2026-W14,Tuesday,109.81,21.96,0.0,87.85,23,7.3,9.5,0.74,0,12.03,3.82,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-01,2026-04,2026-W14,Wednesday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-02,2026-04,2026-W14,Thursday,178.98,35.8,0.0,143.18,21,10.5,12.7,0.91,1,13.64,6.82,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-03,2026-04,2026-W14,Friday,220.02,44.0,0.0,176.02,21,10.2,11.6,0.83,2,17.26,8.38,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-04,2026-04,2026-W14,Saturday,309.91,61.98,17.07,265.0,12,10.3,11.8,0.93,1,25.73,22.08,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-05,2026-04,2026-W14,Sunday,199.59,39.92,14.86,174.53,8,10.4,13.2,0.84,0,16.78,21.82,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-06,2026-04,2026-W15,Monday,202.58,40.52,0.0,162.06,12,9.3,10.1,0.72,3,17.43,13.51,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-07,2026-04,2026-W15,Tuesday,206.35,41.27,0.0,165.08,15,10.1,12.2,0.86,0,16.34,11.01,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-08,2026-04,2026-W15,Wednesday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-09,2026-04,2026-W15,Thursday,215.12,43.02,0.0,172.1,16,10.9,13.1,0.92,2,15.79,10.76,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-10,2026-04,2026-W15,Friday,203.63,40.73,11.93,174.83,21,10.8,14.6,0.74,0,16.19,8.33,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-11,2026-04,2026-W15,Saturday,278.73,55.75,0.0,222.98,22,9.2,11.8,0.92,0,24.24,10.14,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-12,2026-04,2026-W15,Sunday,106.56,21.31,0.0,85.25,18,7.1,7.8,0.94,3,12.01,4.74,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-13,2026-04,2026-W16,Monday,144.18,28.84,0.0,115.34,13,8.0,10.2,0.73,3,14.42,8.87,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-14,2026-04,2026-W16,Tuesday,224.65,44.93,0.0,179.72,22,8.9,10.7,0.85,3,20.19,8.17,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-15,2026-04,2026-W16,Wednesday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-16,2026-04,2026-W16,Thursday,115.22,23.04,0.0,92.18,8,8.0,9.5,0.81,2,11.52,11.52,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-17,2026-04,2026-W16,Friday,243.08,48.62,0.0,194.46,12,6.5,6.9,0.84,3,29.92,16.21,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-18,2026-04,2026-W16,Saturday,151.26,30.25,0.0,121.01,24,7.2,7.8,0.92,3,16.81,5.04,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-19,2026-04,2026-W16,Sunday,216.4,43.28,15.36,188.48,20,8.7,10.2,0.92,0,21.66,9.42,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-20,2026-04,2026-W17,Monday,165.08,33.02,5.42,137.48,19,8.2,10.3,0.73,2,16.77,7.24,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-21,2026-04,2026-W17,Tuesday,172.01,34.4,0.0,137.61,16,9.4,12.4,0.88,2,14.64,8.6,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-22,2026-04,2026-W17,Wednesday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-23,2026-04,2026-W17,Thursday,108.17,21.63,0.0,86.54,11,9.6,12.7,0.83,2,9.01,7.87,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-24,2026-04,2026-W17,Friday,242.46,48.49,20.53,214.5,16,6.3,6.9,0.94,1,34.05,13.41,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-25,2026-04,2026-W17,Saturday,303.12,60.62,0.0,242.5,8,10.8,14.2,0.73,3,22.45,30.31,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-26,2026-04,2026-W17,Sunday,206.28,41.26,0.0,165.02,15,6.8,7.8,0.93,0,24.27,11.0,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-27,2026-04,2026-W18,Monday,150.28,30.06,0.0,120.22,18,9.1,11.1,0.81,0,13.21,6.68,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-28,2026-04,2026-W18,Tuesday,155.92,31.18,0.0,124.74,21,6.7,8.9,0.74,1,18.62,5.94,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-29,2026-04,2026-W18,Wednesday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04-30,2026-04,2026-W18,Thursday,247.83,49.57,0.0,198.26,14,6.0,6.5,0.74,3,33.04,14.16,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-05-01,2026-05,2026-W18,Friday,199.91,39.98,0.0,159.93,19,7.7,8.4,0.8,3,20.77,8.42,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-05-02,2026-05,2026-W18,Saturday,126.58,25.32,0.0,101.26,20,9.2,11.6,0.9,0,11.01,5.06,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-05-03,2026-05,2026-W18,Sunday,180.15,36.03,0.0,144.12,10,7.1,8.0,0.83,3,20.3,14.41,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-05-04,2026-05,2026-W19,Monday,184.08,36.82,0.0,147.26,24,11.3,14.9,0.93,0,13.03,6.14,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-05-05,2026-05,2026-W19,Tuesday,155.15,31.03,11.18,135.3,11,7.8,9.8,0.87,1,17.35,12.3,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-05-06,2026-05,2026-W19,Wednesday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-05-07,2026-05,2026-W19,Thursday,181.1,36.22,0.0,144.88,24,11.1,12.0,0.84,0,13.05,6.04,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-05-08,2026-05,2026-W19,Friday,236.58,47.32,0.0,189.26,10,9.6,10.2,0.9,0,19.71,18.93,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-05-09,2026-05,2026-W19,Saturday,250.09,50.02,16.88,216.95,11,11.9,14.7,0.9,3,18.23,19.72,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-05-10,2026-05,2026-W19,Sunday,214.17,42.83,15.41,186.75,19,8.5,11.4,0.84,0,21.97,9.83,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-05-11,2026-05,2026-W20,Monday,192.4,38.48,0.0,153.92,9,8.0,9.4,0.85,1,19.24,17.1,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-05-12,2026-05,2026-W20,Tuesday,224.21,44.84,0.0,179.37,19,9.8,10.8,0.76,2,18.3,9.44,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-05-13,2026-05,2026-W20,Wednesday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-05-14,2026-05,2026-W20,Thursday,202.99,40.6,14.26,176.65,13,11.3,14.5,0.82,0,15.63,13.59,SGD,False,,
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-05-15,2026-05,2026-W20,Friday,288.54,57.71,0.0,230.83,13,7.2,7.7,0.93,1,32.06,17.76,SGD,False,,
drv_mei_sg_11,Mei Lin Tan,firefighter,M,2024-11-16,2024-11,2024-W46,Saturday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_mei_sg_11,Mei Lin Tan,firefighter,M,2024-11-17,2024-11,2024-W46,Sunday,91.84,18.37,4.05,77.52,24,7.6,9.7,0.73,0,10.2,3.23,SGD,False,,
drv_mei_sg_11,Mei Lin Tan,firefighter,M,2024-11-18,2024-11,2024-W47,Monday,155.39,31.08,12.7,137.01,11,11.1,12.6,0.84,1,12.34,12.46,SGD,False,,
