driver_id,driver_name,persona,month,category,currency,total_amount,txn_count,avg_amount,min_amount,max_amount
drv_kumar_sg_12,Kumar Raj,grower,2024-12,MOVEMENTS_INTERNAL,SGD,111.27,3,37.09,26.12,51.48
drv_kumar_sg_12,Kumar Raj,grower,2024-12,PLATFORM_DEDUCT,SGD,1631.75,26,62.76,44.64,88.83
drv_kumar_sg_12,Kumar Raj,grower,2024-12,RELIGIOUS_GIVING,SGD,13.58,1,13.58,13.58,13.58
drv_kumar_sg_12,Kumar Raj,grower,2024-12,REMITTANCE,SGD,402.63,4,100.66,83.12,124.51
drv_kumar_sg_12,Kumar Raj,grower,2024-12,TELECOM,SGD,49.65,8,6.21,1.06,34.52
drv_kumar_sg_12,Kumar Raj,grower,2024-12,VEHICLE_FUEL,SGD,376.0,24,15.67,11.21,22.41
drv_kumar_sg_12,Kumar Raj,grower,2024-12,VEHICLE_MAINT,SGD,180.89,14,12.92,2.56,114.34
drv_kumar_sg_12,Kumar Raj,grower,2025-01,DEBT_REPAY,SGD,326.81,2,163.41,72.97,253.84
drv_kumar_sg_12,Kumar Raj,grower,2025-01,DISCRETIONARY,SGD,52.39,2,26.2,12.08,40.31
drv_kumar_sg_12,Kumar Raj,grower,2025-01,FAMILY_DEPENDENTS,SGD,226.38,1,226.38,226.38,226.38
drv_kumar_sg_12,Kumar Raj,grower,2025-01,FOOD_HOUSE,SGD,197.14,4,49.28,38.2,61.9
drv_kumar_sg_12,Kumar Raj,grower,2025-01,FOOD_OUT,SGD,357.1,52,6.87,3.6,10.19
drv_kumar_sg_12,Kumar Raj,grower,2025-01,HOUSING,SGD,804.42,1,804.42,804.42,804.42
drv_kumar_sg_12,Kumar Raj,grower,2025-01,MOVEMENTS_INTERNAL,SGD,168.5,5,33.7,16.43,49.04
drv_kumar_sg_12,Kumar Raj,grower,2025-01,PLATFORM_DEDUCT,SGD,1415.11,27,52.41,19.11,79.48
drv_kumar_sg_12,Kumar Raj,grower,2025-01,RELIGIOUS_GIVING,SGD,14.56,1,14.56,14.56,14.56
drv_kumar_sg_12,Kumar Raj,grower,2025-01,REMITTANCE,SGD,460.16,5,92.03,74.38,109.45
drv_kumar_sg_12,Kumar Raj,grower,2025-01,TELECOM,SGD,55.87,5,11.17,1.81,44.52
drv_kumar_sg_12,Kumar Raj,grower,2025-01,VEHICLE_FUEL,SGD,446.99,25,17.88,11.47,22.51
drv_kumar_sg_12,Kumar Raj,grower,2025-01,VEHICLE_MAINT,SGD,214.46,18,11.91,1.77,140.31
drv_kumar_sg_12,Kumar Raj,grower,2025-02,DEBT_REPAY,SGD,327.9,2,163.95,72.07,255.83
drv_kumar_sg_12,Kumar Raj,grower,2025-02,DISCRETIONARY,SGD,85.15,4,21.29,15.38,34.58
drv_kumar_sg_12,Kumar Raj,grower,2025-02,FAMILY_DEPENDENTS,SGD,271.7,1,271.7,271.7,271.7
drv_kumar_sg_12,Kumar Raj,grower,2025-02,FOOD_HOUSE,SGD,214.77,4,53.69,39.69,67.49
drv_kumar_sg_12,Kumar Raj,grower,2025-02,FOOD_OUT,SGD,318.33,49,6.5,3.64,10.2
drv_kumar_sg_12,Kumar Raj,grower,2025-02,HEALTHCARE,SGD,53.41,1,53.41,53.41,53.41
drv_kumar_sg_12,Kumar Raj,grower,2025-02,HOUSING,SGD,534.88,1,534.88,534.88,534.88
drv_kumar_sg_12,Kumar Raj,grower,2025-02,MOVEMENTS_INTERNAL,SGD,138.42,4,34.61,22.76,45.04
drv_kumar_sg_12,Kumar Raj,grower,2025-02,PLATFORM_DEDUCT,SGD,1398.49,24,58.27,22.79,83.51
drv_kumar_sg_12,Kumar Raj,grower,2025-02,RELIGIOUS_GIVING,SGD,13.12,1,13.12,13.12,13.12
drv_kumar_sg_12,Kumar Raj,grower,2025-02,REMITTANCE,SGD,374.99,4,93.75,76.09,129.63
drv_kumar_sg_12,Kumar Raj,grower,2025-02,TELECOM,SGD,54.79,5,10.96,2.17,42.83
drv_kumar_sg_12,Kumar Raj,grower,2025-02,VEHICLE_FUEL,SGD,425.23,24,17.72,11.51,23.01
drv_kumar_sg_12,Kumar Raj,grower,2025-02,VEHICLE_MAINT,SGD,177.15,11,16.1,2.29,125.11
drv_kumar_sg_12,Kumar Raj,grower,2025-03,DEBT_REPAY,SGD,305.32,2,152.66,53.35,251.97
drv_kumar_sg_12,Kumar Raj,grower,2025-03,DISCRETIONARY,SGD,92.27,3,30.76,21.41,36.01
drv_kumar_sg_12,Kumar Raj,grower,2025-03,FAMILY_DEPENDENTS,SGD,255.7,1,255.7,255.7,255.7
drv_kumar_sg_12,Kumar Raj,grower,2025-03,FOOD_HOUSE,SGD,298.99,5,59.8,39.73,75.06
drv_kumar_sg_12,Kumar Raj,grower,2025-03,FOOD_OUT,SGD,377.98,52,7.27,3.67,9.99
drv_kumar_sg_12,Kumar Raj,grower,2025-03,HEALTHCARE,SGD,31.6,1,31.6,31.6,31.6
drv_kumar_sg_12,Kumar Raj,grower,2025-03,HOUSING,SGD,740.25,1,740.25,740.25,740.25
drv_kumar_sg_12,Kumar Raj,grower,2025-03,MOVEMENTS_INTERNAL,SGD,106.03,3,35.34,22.72,43.23
drv_kumar_sg_12,Kumar Raj,grower,2025-03,PLATFORM_DEDUCT,SGD,1487.54,26,57.21,23.65,84.37
drv_kumar_sg_12,Kumar Raj,grower,2025-03,RELIGIOUS_GIVING,SGD,6.11,1,6.11,6.11,6.11
drv_kumar_sg_12,Kumar Raj,grower,2025-03,REMITTANCE,SGD,366.12,4,91.53,73.77,105.32
drv_kumar_sg_12,Kumar Raj,grower,2025-03,TELECOM,SGD,50.45,6,8.41,2.6,32.77
drv_kumar_sg_12,Kumar Raj,grower,2025-03,VEHICLE_FUEL,SGD,377.44,21,17.97,12.5,23.11
drv_kumar_sg_12,Kumar Raj,grower,2025-03,VEHICLE_MAINT,SGD,149.68,15,9.98,2.36,84.66
drv_kumar_sg_12,Kumar Raj,grower,2025-04,DEBT_REPAY,SGD,267.98,2,133.99,62.96,205.02
drv_kumar_sg_12,Kumar Raj,grower,2025-04,DISCRETIONARY,SGD,143.21,7,20.46,8.93,35.27
drv_kumar_sg_12,Kumar Raj,grower,2025-04,FAMILY_DEPENDENTS,SGD,263.19,1,263.19,263.19,263.19
drv_kumar_sg_12,Kumar Raj,grower,2025-04,FOOD_HOUSE,SGD,172.12,4,43.03,36.99,55.97
drv_kumar_sg_12,Kumar Raj,grower,2025-04,FOOD_OUT,SGD,382.61,52,7.36,3.64,10.24
drv_kumar_sg_12,Kumar Raj,grower,2025-04,HEALTHCARE,SGD,28.19,1,28.19,28.19,28.19
drv_kumar_sg_12,Kumar Raj,grower,2025-04,HOUSING,SGD,605.2,1,605.2,605.2,605.2
drv_kumar_sg_12,Kumar Raj,grower,2025-04,MOVEMENTS_INTERNAL,SGD,26.95,1,26.95,26.95,26.95
drv_kumar_sg_12,Kumar Raj,grower,2025-04,PLATFORM_DEDUCT,SGD,1588.57,26,61.1,48.15,85.17
drv_kumar_sg_12,Kumar Raj,grower,2025-04,RELIGIOUS_GIVING,SGD,13.4,1,13.4,13.4,13.4
drv_kumar_sg_12,Kumar Raj,grower,2025-04,REMITTANCE,SGD,325.12,4,81.28,66.72,100.06
drv_kumar_sg_12,Kumar Raj,grower,2025-04,TELECOM,SGD,61.88,11,5.63,1.1,39.74
drv_kumar_sg_12,Kumar Raj,grower,2025-04,VEHICLE_FUEL,SGD,414.72,25,16.59,11.64,22.66
drv_kumar_sg_12,Kumar Raj,grower,2025-04,VEHICLE_MAINT,SGD,195.91,16,12.24,2.06,118.87
drv_kumar_sg_12,Kumar Raj,grower,2025-05,DEBT_REPAY,SGD,360.6,2,180.3,50.11,310.49
drv_kumar_sg_12,Kumar Raj,grower,2025-05,DISCRETIONARY,SGD,112.24,4,28.06,10.45,42.33
drv_kumar_sg_12,Kumar Raj,grower,2025-05,FAMILY_DEPENDENTS,SGD,117.65,1,117.65,117.65,117.65
drv_kumar_sg_12,Kumar Raj,grower,2025-05,FOOD_HOUSE,SGD,244.15,5,48.83,38.19,59.39
drv_kumar_sg_12,Kumar Raj,grower,2025-05,FOOD_OUT,SGD,350.57,52,6.74,3.61,10.05
drv_kumar_sg_12,Kumar Raj,grower,2025-05,HOUSING,SGD,973.27,1,973.27,973.27,973.27
drv_kumar_sg_12,Kumar Raj,grower,2025-05,MOVEMENTS_INTERNAL,SGD,86.38,3,28.79,17.55,40.32
drv_kumar_sg_12,Kumar Raj,grower,2025-05,PLATFORM_DEDUCT,SGD,1609.55,27,59.61,33.66,79.22
drv_kumar_sg_12,Kumar Raj,grower,2025-05,RELIGIOUS_GIVING,SGD,13.12,1,13.12,13.12,13.12
drv_kumar_sg_12,Kumar Raj,grower,2025-05,REMITTANCE,SGD,407.73,5,81.55,57.07,107.76
drv_kumar_sg_12,Kumar Raj,grower,2025-05,TELECOM,SGD,49.08,8,6.13,1.72,29.7
drv_kumar_sg_12,Kumar Raj,grower,2025-05,VEHICLE_FUEL,SGD,416.61,25,16.66,11.65,21.55
drv_kumar_sg_12,Kumar Raj,grower,2025-05,VEHICLE_MAINT,SGD,173.76,13,13.37,1.83,122.66
drv_kumar_sg_12,Kumar Raj,grower,2025-06,DEBT_REPAY,SGD,373.87,2,186.94,83.17,290.7
drv_kumar_sg_12,Kumar Raj,grower,2025-06,DISCRETIONARY,SGD,60.02,3,20.01,16.38,24.61
drv_kumar_sg_12,Kumar Raj,grower,2025-06,FAMILY_DEPENDENTS,SGD,162.11,1,162.11,162.11,162.11
drv_kumar_sg_12,Kumar Raj,grower,2025-06,FOOD_HOUSE,SGD,252.91,4,63.23,38.96,75.23
drv_kumar_sg_12,Kumar Raj,grower,2025-06,FOOD_OUT,SGD,344.15,49,7.02,3.75,10.18
drv_kumar_sg_12,Kumar Raj,grower,2025-06,HEALTHCARE,SGD,93.69,1,93.69,93.69,93.69
drv_kumar_sg_12,Kumar Raj,grower,2025-06,HOUSING,SGD,629.0,1,629.0,629.0,629.0
drv_kumar_sg_12,Kumar Raj,grower,2025-06,MOVEMENTS_INTERNAL,SGD,68.44,2,34.22,23.06,45.38
drv_kumar_sg_12,Kumar Raj,grower,2025-06,PLATFORM_DEDUCT,SGD,1530.82,25,61.23,32.38,85.87
drv_kumar_sg_12,Kumar Raj,grower,2025-06,RELIGIOUS_GIVING,SGD,8.05,1,8.05,8.05,8.05
drv_kumar_sg_12,Kumar Raj,grower,2025-06,REMITTANCE,SGD,306.54,4,76.63,55.92,93.99
drv_kumar_sg_12,Kumar Raj,grower,2025-06,TELECOM,SGD,50.93,9,5.66,2.23,28.2
drv_kumar_sg_12,Kumar Raj,grower,2025-06,VEHICLE_FUEL,SGD,374.32,24,15.6,11.52,22.9
drv_kumar_sg_12,Kumar Raj,grower,2025-06,VEHICLE_MAINT,SGD,156.07,14,11.15,2.13,99.9
drv_kumar_sg_12,Kumar Raj,grower,2025-07,DEBT_REPAY,SGD,232.6,2,116.3,36.17,196.43
drv_kumar_sg_12,Kumar Raj,grower,2025-07,DISCRETIONARY,SGD,130.03,7,18.58,8.81,30.23
drv_kumar_sg_12,Kumar Raj,grower,2025-07,FAMILY_DEPENDENTS,SGD,243.87,1,243.87,243.87,243.87
drv_kumar_sg_12,Kumar Raj,grower,2025-07,FOOD_HOUSE,SGD,224.84,4,56.21,36.24,70.86
drv_kumar_sg_12,Kumar Raj,grower,2025-07,FOOD_OUT,SGD,329.75,52,6.34,3.44,9.83
drv_kumar_sg_12,Kumar Raj,grower,2025-07,HOUSING,SGD,953.65,1,953.65,953.65,953.65
drv_kumar_sg_12,Kumar Raj,grower,2025-07,MOVEMENTS_INTERNAL,SGD,116.12,3,38.71,17.78,50.79
drv_kumar_sg_12,Kumar Raj,grower,2025-07,PLATFORM_DEDUCT,SGD,1612.73,27,59.73,32.77,88.62
drv_kumar_sg_12,Kumar Raj,grower,2025-07,RELIGIOUS_GIVING,SGD,11.39,1,11.39,11.39,11.39
drv_kumar_sg_12,Kumar Raj,grower,2025-07,REMITTANCE,SGD,411.35,4,102.84,62.91,129.65
drv_kumar_sg_12,Kumar Raj,grower,2025-07,TELECOM,SGD,54.32,5,10.86,0.97,45.83
drv_kumar_sg_12,Kumar Raj,grower,2025-07,VEHICLE_FUEL,SGD,432.81,25,17.31,11.71,23.14
drv_kumar_sg_12,Kumar Raj,grower,2025-07,VEHICLE_MAINT,SGD,174.89,15,11.66,1.92,122.18
drv_kumar_sg_12,Kumar Raj,grower,2025-08,DEBT_REPAY,SGD,333.0,2,166.5,86.74,246.26
drv_kumar_sg_12,Kumar Raj,grower,2025-08,DISCRETIONARY,SGD,90.3,3,30.1,10.49,40.69
drv_kumar_sg_12,Kumar Raj,grower,2025-08,FAMILY_DEPENDENTS,SGD,126.72,1,126.72,126.72,126.72
drv_kumar_sg_12,Kumar Raj,grower,2025-08,FOOD_HOUSE,SGD,292.52,5,58.5,41.48,68.22
drv_kumar_sg_12,Kumar Raj,grower,2025-08,FOOD_OUT,SGD,410.04,59,6.95,3.6,10.3
drv_kumar_sg_12,Kumar Raj,grower,2025-08,HEALTHCARE,SGD,82.16,1,82.16,82.16,82.16
drv_kumar_sg_12,Kumar Raj,grower,2025-08,HOUSING,SGD,800.4,1,800.4,800.4,800.4
drv_kumar_sg_12,Kumar Raj,grower,2025-08,MOVEMENTS_INTERNAL,SGD,61.65,2,30.82,20.92,40.73
drv_kumar_sg_12,Kumar Raj,grower,2025-08,PLATFORM_DEDUCT,SGD,1488.42,25,59.54,34.65,85.07
drv_kumar_sg_12,Kumar Raj,grower,2025-08,RELIGIOUS_GIVING,SGD,8.36,1,8.36,8.36,8.36
drv_kumar_sg_12,Kumar Raj,grower,2025-08,REMITTANCE,SGD,416.76,5,83.35,64.45,103.62
drv_kumar_sg_12,Kumar Raj,grower,2025-08,TELECOM,SGD,39.92,1,39.92,39.92,39.92
drv_kumar_sg_12,Kumar Raj,grower,2025-08,VEHICLE_FUEL,SGD,410.19,24,17.09,11.31,22.57
drv_kumar_sg_12,Kumar Raj,grower,2025-08,VEHICLE_MAINT,SGD,190.13,17,11.18,1.85,107.45
drv_kumar_sg_12,Kumar Raj,grower,2025-09,DEBT_REPAY,SGD,318.18,2,159.09,89.61,228.57
drv_kumar_sg_12,Kumar Raj,grower,2025-09,DISCRETIONARY,SGD,225.16,8,28.14,17.93,38.28
drv_kumar_sg_12,Kumar Raj,grower,2025-09,FAMILY_DEPENDENTS,SGD,158.07,1,158.07,158.07,158.07
drv_kumar_sg_12,Kumar Raj,grower,2025-09,FOOD_HOUSE,SGD,244.51,4,61.13,57.12,62.92
drv_kumar_sg_12,Kumar Raj,grower,2025-09,FOOD_OUT,SGD,302.31,45,6.72,3.48,10.3
drv_kumar_sg_12,Kumar Raj,grower,2025-09,HEALTHCARE,SGD,92.08,1,92.08,92.08,92.08
drv_kumar_sg_12,Kumar Raj,grower,2025-09,HOUSING,SGD,747.26,1,747.26,747.26,747.26
drv_kumar_sg_12,Kumar Raj,grower,2025-09,MOVEMENTS_INTERNAL,SGD,79.76,2,39.88,35.08,44.68
drv_kumar_sg_12,Kumar Raj,grower,2025-09,PLATFORM_DEDUCT,SGD,1478.38,25,59.14,33.68,82.64
drv_kumar_sg_12,Kumar Raj,grower,2025-09,RELIGIOUS_GIVING,SGD,13.1,1,13.1,13.1,13.1
drv_kumar_sg_12,Kumar Raj,grower,2025-09,REMITTANCE,SGD,401.35,4,100.34,76.6,118.04
drv_kumar_sg_12,Kumar Raj,grower,2025-09,TELECOM,SGD,59.17,6,9.86,1.41,45.88
drv_kumar_sg_12,Kumar Raj,grower,2025-09,VEHICLE_FUEL,SGD,387.56,23,16.85,11.45,22.87
drv_kumar_sg_12,Kumar Raj,grower,2025-09,VEHICLE_MAINT,SGD,185.07,22,8.41,1.79,90.98
drv_kumar_sg_12,Kumar Raj,grower,2025-10,DEBT_REPAY,SGD,340.25,2,170.12,32.06,308.19
drv_kumar_sg_12,Kumar Raj,grower,2025-10,DISCRETIONARY,SGD,100.53,4,25.13,18.82,37.47
drv_kumar_sg_12,Kumar Raj,grower,2025-10,FAMILY_DEPENDENTS,SGD,195.84,1,195.84,195.84,195.84
drv_kumar_sg_12,Kumar Raj,grower,2025-10,FOOD_HOUSE,SGD,201.44,4,50.36,43.8,56.19
drv_kumar_sg_12,Kumar Raj,grower,2025-10,FOOD_OUT,SGD,408.49,60,6.81,3.52,10.3
drv_kumar_sg_12,Kumar Raj,grower,2025-10,HEALTHCARE,SGD,78.33,1,78.33,78.33,78.33
drv_kumar_sg_12,Kumar Raj,grower,2025-10,HOUSING,SGD,601.63,1,601.63,601.63,601.63
drv_kumar_sg_12,Kumar Raj,grower,2025-10,MOVEMENTS_INTERNAL,SGD,169.85,5,33.97,19.3,48.91
drv_kumar_sg_12,Kumar Raj,grower,2025-10,PLATFORM_DEDUCT,SGD,1567.62,27,58.06,24.1,85.46
drv_kumar_sg_12,Kumar Raj,grower,2025-10,RELIGIOUS_GIVING,SGD,14.17,1,14.17,14.17,14.17
drv_kumar_sg_12,Kumar Raj,grower,2025-10,REMITTANCE,SGD,511.41,5,102.28,72.81,125.21
drv_kumar_sg_12,Kumar Raj,grower,2025-10,TELECOM,SGD,46.53,5,9.31,1.18,37.93
drv_kumar_sg_12,Kumar Raj,grower,2025-10,VEHICLE_FUEL,SGD,451.78,26,17.38,11.33,22.26
drv_kumar_sg_12,Kumar Raj,grower,2025-10,VEHICLE_MAINT,SGD,178.61,18,9.92,2.67,92.62
drv_kumar_sg_12,Kumar Raj,grower,2025-11,DEBT_REPAY,SGD,214.19,2,107.09,32.53,181.66
drv_kumar_sg_12,Kumar Raj,grower,2025-11,DISCRETIONARY,SGD,24.19,1,24.19,24.19,24.19
drv_kumar_sg_12,Kumar Raj,grower,2025-11,FAMILY_DEPENDENTS,SGD,153.68,1,153.68,153.68,153.68
drv_kumar_sg_12,Kumar Raj,grower,2025-11,FOOD_HOUSE,SGD,267.75,5,53.55,37.76,67.14
drv_kumar_sg_12,Kumar Raj,grower,2025-11,FOOD_OUT,SGD,384.34,55,6.99,3.53,10.3
drv_kumar_sg_12,Kumar Raj,grower,2025-11,HOUSING,SGD,760.86,1,760.86,760.86,760.86
drv_kumar_sg_12,Kumar Raj,grower,2025-11,MOVEMENTS_INTERNAL,SGD,102.37,3,34.12,24.7,51.15
drv_kumar_sg_12,Kumar Raj,grower,2025-11,PLATFORM_DEDUCT,SGD,1466.51,25,58.66,41.64,74.32
drv_kumar_sg_12,Kumar Raj,grower,2025-11,RELIGIOUS_GIVING,SGD,9.28,1,9.28,9.28,9.28
drv_kumar_sg_12,Kumar Raj,grower,2025-11,REMITTANCE,SGD,392.59,4,98.15,80.28,125.2
drv_kumar_sg_12,Kumar Raj,grower,2025-11,TELECOM,SGD,60.54,8,7.57,2.11,38.41
drv_kumar_sg_12,Kumar Raj,grower,2025-11,VEHICLE_FUEL,SGD,440.04,25,17.6,11.54,23.08
drv_kumar_sg_12,Kumar Raj,grower,2025-11,VEHICLE_MAINT,SGD,231.69,20,11.58,1.83,138.41
drv_kumar_sg_12,Kumar Raj,grower,2025-12,DEBT_REPAY,SGD,306.27,2,153.13,80.59,225.68
drv_kumar_sg_12,Kumar Raj,grower,2025-12,DISCRETIONARY,SGD,124.22,5,24.84,12.86,39.8
drv_kumar_sg_12,Kumar Raj,grower,2025-12,FAMILY_DEPENDENTS,SGD,117.91,1,117.91,117.91,117.91
drv_kumar_sg_12,Kumar Raj,grower,2025-12,FOOD_HOUSE,SGD,242.43,4,60.61,57.44,62.31
drv_kumar_sg_12,Kumar Raj,grower,2025-12,FOOD_OUT,SGD,326.36,48,6.8,3.64,10.3
drv_kumar_sg_12,Kumar Raj,grower,2025-12,HOUSING,SGD,806.23,1,806.23,806.23,806.23
drv_kumar_sg_12,Kumar Raj,grower,2025-12,MOVEMENTS_INTERNAL,SGD,80.23,3,26.74,18.22,37.69
drv_kumar_sg_12,Kumar Raj,grower,2025-12,PLATFORM_DEDUCT,SGD,1398.73,24,58.28,38.35,83.85
drv_kumar_sg_12,Kumar Raj,grower,2025-12,RELIGIOUS_GIVING,SGD,12.62,1,12.62,12.62,12.62
drv_kumar_sg_12,Kumar Raj,grower,2025-12,REMITTANCE,SGD,389.88,4,97.47,74.62,121.83
drv_kumar_sg_12,Kumar Raj,grower,2025-12,TELECOM,SGD,46.77,6,7.79,1.83,31.82
drv_kumar_sg_12,Kumar Raj,grower,2025-12,VEHICLE_FUEL,SGD,397.92,22,18.09,13.14,23.0
drv_kumar_sg_12,Kumar Raj,grower,2025-12,VEHICLE_MAINT,SGD,196.03,14,14.0,2.45,135.15
drv_kumar_sg_12,Kumar Raj,grower,2026-01,DEBT_REPAY,SGD,271.85,2,135.93,79.61,192.24
drv_kumar_sg_12,Kumar Raj,grower,2026-01,DISCRETIONARY,SGD,130.39,6,21.73,12.41,36.44
drv_kumar_sg_12,Kumar Raj,grower,2026-01,FAMILY_DEPENDENTS,SGD,211.2,1,211.2,211.2,211.2
drv_kumar_sg_12,Kumar Raj,grower,2026-01,FOOD_HOUSE,SGD,296.29,5,59.26,48.82,74.41
drv_kumar_sg_12,Kumar Raj,grower,2026-01,FOOD_OUT,SGD,413.98,59,7.02,3.57,10.24
drv_kumar_sg_12,Kumar Raj,grower,2026-01,HOUSING,SGD,929.06,1,929.06,929.06,929.06
drv_kumar_sg_12,Kumar Raj,grower,2026-01,MOVEMENTS_INTERNAL,SGD,73.97,3,24.66,19.66,29.21
drv_kumar_sg_12,Kumar Raj,grower,2026-01,PLATFORM_DEDUCT,SGD,1687.13,27,62.49,40.39,84.49
drv_kumar_sg_12,Kumar Raj,grower,2026-01,RELIGIOUS_GIVING,SGD,11.76,1,11.76,11.76,11.76
drv_kumar_sg_12,Kumar Raj,grower,2026-01,REMITTANCE,SGD,380.55,5,76.11,64.5,92.89
drv_kumar_sg_12,Kumar Raj,grower,2026-01,TELECOM,SGD,71.36,8,8.92,1.3,51.15
drv_kumar_sg_12,Kumar Raj,grower,2026-01,VEHICLE_FUEL,SGD,460.49,26,17.71,11.93,23.12
drv_kumar_sg_12,Kumar Raj,grower,2026-01,VEHICLE_MAINT,SGD,173.3,14,12.38,2.3,110.77
drv_kumar_sg_12,Kumar Raj,grower,2026-02,DEBT_REPAY,SGD,255.97,2,127.98,43.23,212.74
drv_kumar_sg_12,Kumar Raj,grower,2026-02,DISCRETIONARY,SGD,137.06,6,22.84,9.85,33.13
drv_kumar_sg_12,Kumar Raj,grower,2026-02,FAMILY_DEPENDENTS,SGD,170.94,1,170.94,170.94,170.94
drv_kumar_sg_12,Kumar Raj,grower,2026-02,FOOD_HOUSE,SGD,215.97,4,53.99,38.44,71.82
drv_kumar_sg_12,Kumar Raj,grower,2026-02,FOOD_OUT,SGD,333.41,49,6.8,3.63,10.28
drv_kumar_sg_12,Kumar Raj,grower,2026-02,HEALTHCARE,SGD,54.77,1,54.77,54.77,54.77
drv_kumar_sg_12,Kumar Raj,grower,2026-02,HOUSING,SGD,840.99,1,840.99,840.99,840.99
drv_kumar_sg_12,Kumar Raj,grower,2026-02,MOVEMENTS_INTERNAL,SGD,33.52,1,33.52,33.52,33.52
drv_kumar_sg_12,Kumar Raj,grower,2026-02,PLATFORM_DEDUCT,SGD,1323.79,24,55.16,28.2,78.07
drv_kumar_sg_12,Kumar Raj,grower,2026-02,RELIGIOUS_GIVING,SGD,7.21,1,7.21,7.21,7.21
drv_kumar_sg_12,Kumar Raj,grower,2026-02,REMITTANCE,SGD,387.31,4,96.83,67.22,126.84
drv_kumar_sg_12,Kumar Raj,grower,2026-02,TELECOM,SGD,40.3,6,6.72,1.96,27.21
drv_kumar_sg_12,Kumar Raj,grower,2026-02,VEHICLE_FUEL,SGD,402.51,23,17.5,11.24,22.6
drv_kumar_sg_12,Kumar Raj,grower,2026-02,VEHICLE_MAINT,SGD,209.29,19,11.02,1.85,141.87
drv_kumar_sg_12,Kumar Raj,grower,2026-03,DEBT_REPAY,SGD,254.28,2,127.14,40.25,214.03
drv_kumar_sg_12,Kumar Raj,grower,2026-03,DISCRETIONARY,SGD,98.57,4,24.64,13.95,38.48
drv_kumar_sg_12,Kumar Raj,grower,2026-03,FAMILY_DEPENDENTS,SGD,202.79,1,202.79,202.79,202.79
drv_kumar_sg_12,Kumar Raj,grower,2026-03,FOOD_HOUSE,SGD,224.9,4,56.23,49.75,71.29
drv_kumar_sg_12,Kumar Raj,grower,2026-03,FOOD_OUT,SGD,327.4,49,6.68,3.45,10.23
drv_kumar_sg_12,Kumar Raj,grower,2026-03,HOUSING,SGD,761.65,1,761.65,761.65,761.65
drv_kumar_sg_12,Kumar Raj,grower,2026-03,MOVEMENTS_INTERNAL,SGD,127.56,4,31.89,24.63,45.48
drv_kumar_sg_12,Kumar Raj,grower,2026-03,PLATFORM_DEDUCT,SGD,1348.49,26,51.87,28.84,80.18
drv_kumar_sg_12,Kumar Raj,grower,2026-03,RELIGIOUS_GIVING,SGD,9.8,1,9.8,9.8,9.8
drv_kumar_sg_12,Kumar Raj,grower,2026-03,REMITTANCE,SGD,385.33,4,96.33,73.47,105.53
drv_kumar_sg_12,Kumar Raj,grower,2026-03,TELECOM,SGD,52.38,6,8.73,0.91,40.86
drv_kumar_sg_12,Kumar Raj,grower,2026-03,VEHICLE_FUEL,SGD,439.35,25,17.57,11.79,22.84
drv_kumar_sg_12,Kumar Raj,grower,2026-03,VEHICLE_MAINT,SGD,145.59,15,9.71,1.78,87.5
drv_kumar_sg_12,Kumar Raj,grower,2026-04,DEBT_REPAY,SGD,348.05,2,174.03,62.79,285.26
drv_kumar_sg_12,Kumar Raj,grower,2026-04,DISCRETIONARY,SGD,64.32,3,21.44,15.32,28.54
drv_kumar_sg_12,Kumar Raj,grower,2026-04,FAMILY_DEPENDENTS,SGD,265.71,1,265.71,265.71,265.71
drv_kumar_sg_12,Kumar Raj,grower,2026-04,FOOD_HOUSE,SGD,243.21,4,60.8,48.47,67.01
drv_kumar_sg_12,Kumar Raj,grower,2026-04,FOOD_OUT,SGD,356.66,51,6.99,3.5,10.18
drv_kumar_sg_12,Kumar Raj,grower,2026-04,HOUSING,SGD,848.3,1,848.3,848.3,848.3
drv_kumar_sg_12,Kumar Raj,grower,2026-04,MOVEMENTS_INTERNAL,SGD,93.01,3,31.0,23.25,41.11
drv_kumar_sg_12,Kumar Raj,grower,2026-04,PLATFORM_DEDUCT,SGD,1509.42,26,58.05,23.45,78.23
drv_kumar_sg_12,Kumar Raj,grower,2026-04,RELIGIOUS_GIVING,SGD,13.36,1,13.36,13.36,13.36
drv_kumar_sg_12,Kumar Raj,grower,2026-04,REMITTANCE,SGD,385.18,4,96.3,65.61,125.21
drv_kumar_sg_12,Kumar Raj,grower,2026-04,TELECOM,SGD,55.13,5,11.03,1.87,43.03
drv_kumar_sg_12,Kumar Raj,grower,2026-04,VEHICLE_FUEL,SGD,444.37,26,17.09,11.32,22.64
drv_kumar_sg_12,Kumar Raj,grower,2026-04,VEHICLE_MAINT,SGD,196.3,17,11.55,1.97,109.96
drv_kumar_sg_12,Kumar Raj,grower,2026-05,DEBT_REPAY,SGD,338.53,1,338.53,338.53,338.53
drv_kumar_sg_12,Kumar Raj,grower,2026-05,DISCRETIONARY,SGD,82.7,3,27.57,20.56,31.11
drv_kumar_sg_12,Kumar Raj,grower,2026-05,FAMILY_DEPENDENTS,SGD,112.19,1,112.19,112.19,112.19
drv_kumar_sg_12,Kumar Raj,grower,2026-05,FOOD_HOUSE,SGD,143.88,2,71.94,68.78,75.1
drv_kumar_sg_12,Kumar Raj,grower,2026-05,FOOD_OUT,SGD,158.49,22,7.2,4.58,10.17
