goal_id,driver_id,driver_name,persona,goal_name,iso_week,weekly_need_sgd,extra_hours_needed,week_net_earned_sgd,week_hours_worked,notional_available_sgd,need_covered,gap_sgd,recommended_windows
goal_kumar_sg_12_2,drv_kumar_sg_12,Kumar Raj,grower,Emergency fund,2026-W18,117.06,4.7,1442.48,51.8,173.1,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_2,drv_kumar_sg_12,Kumar Raj,grower,Emergency fund,2026-W19,117.06,4.7,1426.81,57.61,171.22,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_2,drv_kumar_sg_12,Kumar Raj,grower,Emergency fund,2026-W20,117.06,4.7,1275.6,41.2,153.07,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_3,drv_kumar_sg_12,Kumar Raj,grower,Upgrade to a better vehicle,2026-W09,180.4,7.2,1430.13,55.28,171.62,False,8.78,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_3,drv_kumar_sg_12,Kumar Raj,grower,Upgrade to a better vehicle,2026-W10,180.4,7.2,1363.01,57.12,163.56,False,16.84,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_3,drv_kumar_sg_12,Kumar Raj,grower,Upgrade to a better vehicle,2026-W11,180.4,7.2,1376.72,53.99,165.21,False,15.19,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_3,drv_kumar_sg_12,Kumar Raj,grower,Upgrade to a better vehicle,2026-W12,180.4,7.2,1177.56,60.11,141.31,False,39.09,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_3,drv_kumar_sg_12,Kumar Raj,grower,Upgrade to a better vehicle,2026-W13,180.4,7.2,1232.99,54.59,147.96,False,32.44,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_3,drv_kumar_sg_12,Kumar Raj,grower,Upgrade to a better vehicle,2026-W14,180.4,7.2,1396.05,55.4,167.53,False,12.87,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_3,drv_kumar_sg_12,Kumar Raj,grower,Upgrade to a better vehicle,2026-W15,180.4,7.2,1341.43,51.4,160.97,False,19.43,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_3,drv_kumar_sg_12,Kumar Raj,grower,Upgrade to a better vehicle,2026-W16,180.4,7.2,1427.56,55.3,171.31,False,9.09,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_3,drv_kumar_sg_12,Kumar Raj,grower,Upgrade to a better vehicle,2026-W17,180.4,7.2,1509.68,58.69,181.16,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_3,drv_kumar_sg_12,Kumar Raj,grower,Upgrade to a better vehicle,2026-W18,180.4,7.2,1442.48,51.8,173.1,False,7.3,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_3,drv_kumar_sg_12,Kumar Raj,grower,Upgrade to a better vehicle,2026-W19,180.4,7.2,1426.81,57.61,171.22,False,9.18,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_3,drv_kumar_sg_12,Kumar Raj,grower,Upgrade to a better vehicle,2026-W20,180.4,7.2,1275.6,41.2,153.07,False,27.33,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_wei_sg_13_1,drv_wei_sg_13,Wei Jie Lim,stabilizer,Income smoothing buffer,2026-W09,23.86,1.0,853.65,61.6,102.44,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_wei_sg_13_1,drv_wei_sg_13,Wei Jie Lim,stabilizer,Income smoothing buffer,2026-W10,23.86,1.0,821.7,51.5,98.6,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_wei_sg_13_1,drv_wei_sg_13,Wei Jie Lim,stabilizer,Income smoothing buffer,2026-W11,23.86,1.0,817.76,46.0,98.13,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_wei_sg_13_1,drv_wei_sg_13,Wei Jie Lim,stabilizer,Income smoothing buffer,2026-W12,23.86,1.0,593.2,48.6,71.18,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_wei_sg_13_1,drv_wei_sg_13,Wei Jie Lim,stabilizer,Income smoothing buffer,2026-W13,23.86,1.0,962.75,55.0,115.53,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_wei_sg_13_1,drv_wei_sg_13,Wei Jie Lim,stabilizer,Income smoothing buffer,2026-W14,23.86,1.0,1119.37,60.3,134.32,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_wei_sg_13_1,drv_wei_sg_13,Wei Jie Lim,stabilizer,Income smoothing buffer,2026-W15,23.86,1.0,1104.02,59.2,132.48,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_wei_sg_13_1,drv_wei_sg_13,Wei Jie Lim,stabilizer,Income smoothing buffer,2026-W16,23.86,1.0,1076.73,55.3,129.21,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_wei_sg_13_1,drv_wei_sg_13,Wei Jie Lim,stabilizer,Income smoothing buffer,2026-W17,23.86,1.0,1049.08,56.7,125.89,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_wei_sg_13_1,drv_wei_sg_13,Wei Jie Lim,stabilizer,Income smoothing buffer,2026-W18,23.86,1.0,1020.06,60.2,122.41,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_wei_sg_13_1,drv_wei_sg_13,Wei Jie Lim,stabilizer,Income smoothing buffer,2026-W19,23.86,1.0,1062.45,52.3,127.49,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_wei_sg_13_1,drv_wei_sg_13,Wei Jie Lim,stabilizer,Income smoothing buffer,2026-W20,23.86,1.0,676.45,42.6,81.17,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_wei_sg_13_2,drv_wei_sg_13,Wei Jie Lim,stabilizer,Major vehicle service fund,2026-W09,40.0,1.6,853.65,61.6,102.44,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_wei_sg_13_2,drv_wei_sg_13,Wei Jie Lim,stabilizer,Major vehicle service fund,2026-W10,40.0,1.6,821.7,51.5,98.6,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_wei_sg_13_2,drv_wei_sg_13,Wei Jie Lim,stabilizer,Major vehicle service fund,2026-W11,40.0,1.6,817.76,46.0,98.13,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_wei_sg_13_2,drv_wei_sg_13,Wei Jie Lim,stabilizer,Major vehicle service fund,2026-W12,40.0,1.6,593.2,48.6,71.18,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_wei_sg_13_2,drv_wei_sg_13,Wei Jie Lim,stabilizer,Major vehicle service fund,2026-W13,40.0,1.6,962.75,55.0,115.53,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_wei_sg_13_2,drv_wei_sg_13,Wei Jie Lim,stabilizer,Major vehicle service fund,2026-W14,40.0,1.6,1119.37,60.3,134.32,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_wei_sg_13_2,drv_wei_sg_13,Wei Jie Lim,stabilizer,Major vehicle service fund,2026-W15,40.0,1.6,1104.02,59.2,132.48,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_wei_sg_13_2,drv_wei_sg_13,Wei Jie Lim,stabilizer,Major vehicle service fund,2026-W16,40.0,1.6,1076.73,55.3,129.21,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_wei_sg_13_2,drv_wei_sg_13,Wei Jie Lim,stabilizer,Major vehicle service fund,2026-W17,40.0,1.6,1049.08,56.7,125.89,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_wei_sg_13_2,drv_wei_sg_13,Wei Jie Lim,stabilizer,Major vehicle service fund,2026-W18,40.0,1.6,1020.06,60.2,122.41,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_wei_sg_13_2,drv_wei_sg_13,Wei Jie Lim,stabilizer,Major vehicle service fund,2026-W19,40.0,1.6,1062.45,52.3,127.49,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_wei_sg_13_2,drv_wei_sg_13,Wei Jie Lim,stabilizer,Major vehicle service fund,2026-W20,40.0,1.6,676.45,42.6,81.17,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_nurul_sg_14_1,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Emergency fund,2026-W09,88.06,3.5,727.64,60.1,87.32,False,0.74,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_1,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Emergency fund,2026-W10,88.06,3.5,703.79,61.6,84.45,False,3.61,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_1,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Emergency fund,2026-W11,88.06,3.5,702.6,56.6,84.31,False,3.75,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_1,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Emergency fund,2026-W12,88.06,3.5,699.95,55.6,83.99,False,4.07,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_1,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Emergency fund,2026-W13,88.06,3.5,707.01,61.1,84.84,False,3.22,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_1,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Emergency fund,2026-W14,88.06,3.5,728.01,50.7,87.36,False,0.7,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_1,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Emergency fund,2026-W15,88.06,3.5,690.22,56.4,82.83,False,5.23,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_1,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Emergency fund,2026-W16,88.06,3.5,758.1,46.3,90.97,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_1,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Emergency fund,2026-W17,88.06,3.5,672.77,57.3,80.73,False,7.33,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_1,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Emergency fund,2026-W18,88.06,3.5,676.78,46.9,81.21,False,6.85,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_1,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Emergency fund,2026-W19,88.06,3.5,711.64,61.4,85.4,False,2.66,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_1,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Emergency fund,2026-W20,88.06,3.5,551.33,48.8,66.16,False,21.9,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_3,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Home improvement for family,2026-W09,178.89,7.2,727.64,60.1,87.32,False,91.57,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_3,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Home improvement for family,2026-W10,178.89,7.2,703.79,61.6,84.45,False,94.44,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_3,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Home improvement for family,2026-W11,178.89,7.2,702.6,56.6,84.31,False,94.58,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_3,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Home improvement for family,2026-W12,178.89,7.2,699.95,55.6,83.99,False,94.9,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_3,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Home improvement for family,2026-W13,178.89,7.2,707.01,61.1,84.84,False,94.05,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_3,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Home improvement for family,2026-W14,178.89,7.2,728.01,50.7,87.36,False,91.53,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_3,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Home improvement for family,2026-W15,178.89,7.2,690.22,56.4,82.83,False,96.06,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_3,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Home improvement for family,2026-W16,178.89,7.2,758.1,46.3,90.97,False,87.92,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_3,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Home improvement for family,2026-W17,178.89,7.2,672.77,57.3,80.73,False,98.16,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_3,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Home improvement for family,2026-W18,178.89,7.2,676.78,46.9,81.21,False,97.68,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_3,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Home improvement for family,2026-W19,178.89,7.2,711.64,61.4,85.4,False,93.49,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_3,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Home improvement for family,2026-W20,178.89,7.2,551.33,48.8,66.16,False,112.73,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_4,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Children's school fees,2026-W09,133.81,5.4,727.64,60.1,87.32,False,46.49,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_4,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Children's school fees,2026-W10,133.81,5.4,703.79,61.6,84.45,False,49.36,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_4,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Children's school fees,2026-W11,133.81,5.4,702.6,56.6,84.31,False,49.5,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_4,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Children's school fees,2026-W12,133.81,5.4,699.95,55.6,83.99,False,49.82,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_4,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Children's school fees,2026-W13,133.81,5.4,707.01,61.1,84.84,False,48.97,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_4,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Children's school fees,2026-W14,133.81,5.4,728.01,50.7,87.36,False,46.45,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_4,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Children's school fees,2026-W15,133.81,5.4,690.22,56.4,82.83,False,50.98,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_4,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Children's school fees,2026-W16,133.81,5.4,758.1,46.3,90.97,False,42.84,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_4,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Children's school fees,2026-W17,133.81,5.4,672.77,57.3,80.73,False,53.08,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_4,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Children's school fees,2026-W18,133.81,5.4,676.78,46.9,81.21,False,52.6,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_4,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Children's school fees,2026-W19,133.81,5.4,711.64,61.4,85.4,False,48.41,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_nurul_sg_14_4,drv_nurul_sg_14,Nurul Aisyah,stabilizer,Children's school fees,2026-W20,133.81,5.4,551.33,48.8,66.16,False,67.65,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sat 18:00 Tampines (~S$25/hr, x1.76)"
goal_daniel_sg_15_1,drv_daniel_sg_15,Daniel Goh,firefighter,Income smoothing buffer,2026-W09,0.0,0.0,538.79,55.01,64.65,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_1,drv_daniel_sg_15,Daniel Goh,firefighter,Income smoothing buffer,2026-W10,0.0,0.0,457.66,51.49,54.92,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_1,drv_daniel_sg_15,Daniel Goh,firefighter,Income smoothing buffer,2026-W11,0.0,0.0,586.09,58.0,70.33,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_1,drv_daniel_sg_15,Daniel Goh,firefighter,Income smoothing buffer,2026-W12,0.0,0.0,380.15,51.69,45.62,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_1,drv_daniel_sg_15,Daniel Goh,firefighter,Income smoothing buffer,2026-W13,0.0,0.0,633.14,57.01,75.98,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
